flight_id,flight_date,month,day_of_week,airline_code,airline_name,origin,destination,scheduled_departure,scheduled_arrival,departure_delay,arrival_delay,cancelled,cancellation_code,cancellation_reason,diverted,distance,air_time,on_time
1366,2023-06-03,6,Saturday,DL,Delta Air Lines,MSP,ATL,09:15,11:50,-1.0,-4.0,0,,,0,907,164.0,Yes
1367,2023-09-08,9,Friday,UA,UNITED AIRLINES,DFW,LAX,15:15,18:30,3.0,-12.0,0,,,0,1235,209.0,Yes
1368,2023-12-09,12,Saturday,F9,Frontier Airlines,ORD,DFW,07:00,09:30,14.0,34.0,0,,,0,802,158.0,No
1369,2023-02-28,2,Tuesday,AS,Alaska Airlines,PHX,DFW,22:15,00:45,20.0,33.0,0,,,0,868,162.0,No
1370,2023-12-23,12,Saturday,WN,Southwest Airlines,DEN,ORD,21:30,00:10,11.0,9.0,0,,,0,920,162.0,Yes
1371,2023-10-12,10,Thursday,UA,United Airlines,MIA,LAX,15:00,20:55,2.0,-6.0,0,,,0,2757,366.0,Yes
1372,2023-09-12,9,Tuesday,DL,Delta Air Lines,MIA,LAX,11:00,16:55,-7.0,-3.0,0,,,0,2757,347.0,Yes
1373,2023-05-07,5,Sunday,UA,United Airlines,LAX,JFK,16:15,21:45,-7.0,-8.0,0,,,0,2475,328.0,Yes
1374,2023-09-20,9,Wednesday,AS,Alaska Airlines,MIA,LAX,18:45,00:40,17.0,15.0,0,,,0,2757,352.0,Yes
1375,2023-08-22,8,Tuesday,UA,United Airlines,IAH,ORD,16:15,18:55,-8.0,1.0,0,,,0,925,156.0,Yes
1376,2023-06-04,6,Sunday,AA,American Airlines,ATL,ORD,18:45,20:55,21.0,17.0,0,,,0,606,144.0,No
1377,2023-09-16,9,Saturday,DL,Delta Air Lines,BOS,JFK,21:45,22:45,1.0,8.0,0,,,0,187,62.0,Yes
1378,2023-11-24,11,Friday,AS,Alaska Airlines,PHX,DFW,06:30,09:00,1.0,-2.0,0,,,0,868,147.0,Yes
1379,2023-07-11,7,Tuesday,UA,United Airlines,ATL,LAX,07:45,13:00,,-7.0,0,,,0,1946,305.0,Yes
1380,2023-04-16,4,Sunday,DL,Delta Air Lines,DEN,LAX,22:30,01:05,3.0,-9.0,0,,,0,862,170.0,Yes
1381,2023-10-03,10,Tuesday,WN,Southwest Airlines,ATL,DFW,09:30,11:50,5.0,-2.0,0,,,0,732,150.0,Yes
1382,2023-07-15,7,Saturday,B6,JetBlue Airways,ATL,DFW,11:00,13:20,-5.0,3.0,0,,,0,732,153.0,Yes
1383,2023-03-12,3,Sunday,AA,American Airlines,DEN,ORD,20:15,22:55,-1.0,-2.0,0,,,0,920,152.0,Yes
1384,2023-03-04,3,Saturday,WN,Southwest Airlines,IAH,ORD,10:15,12:55,,,1,C,National Air System,0,925,,Cancelled
1385,2023-02-09,2,Thursday,AA,American Airlines,DEN,LAX,10:00,12:35,-5.0,5.0,0,,,0,862,160.0,Yes
1386,2023-09-22,9,Friday,NK,Spirit Airlines,PHX,DFW,08:45,11:15,-6.0,-8.0,0,,,0,868,143.0,Yes
1387,2023-02-25,2,Saturday,WN,Southwest Airlines,ATL,DFW,16:30,18:50,-3.0,-2.0,0,,,0,732,136.0,Yes
1388,2023-07-14,7,Friday,DL,Delta Air Lines,LAS,LAX,21:15,22:20,-6.0,-4.0,0,,,0,236,64.0,Yes
1389,2023-07-13,7,Thursday,WN,Southwest Airlines,BOS,ORD,15:30,18:05,-3.0,-1.0,0,,,0,851,157.0,Yes
1390,2023-08-11,8,Friday,UA,United Airlines,SFO,JFK,19:00,00:40,19.0,29.0,0,,,0,2586,340.0,No
1391,2023-08-24,8,Thursday,AS,Alaska Airlines,MSP,ATL,16:45,19:20,-5.0,5.0,0,,,0,907,145.0,Yes
1392,2023-09-14,9,Thursday,UA,United Airlines,ATL,DFW,16:45,19:05,-2.0,-10.0,0,,,0,732,155.0,Yes
1393,2023-01-18,1,Wednesday,WN,Southwest Airlines,ATL,LAX,13:00,18:15,71.0,71.0,0,,,0,1946,324.0,No
1394,2023-11-22,11,Wednesday,NK,Spirit Airlines,SFO,JFK,21:00,02:40,20.0,40.0,0,,,0,2586,342.0,No
1395,2023-06-26,6,Monday,NK,Spirit Airlines,JFK,MIA,10:00,12:55,14.0,23.0,0,,,0,1090,186.0,No
1396,2023-09-14,9,Thursday,WN,Southwest Airlines,IAH,ORD,14:00,16:40,16.0,18.0,0,,,0,925,169.0,No
1397,2023-05-22,5,Monday,NK,Spirit Airlines,MCO,ATL,17:15,18:55,-5.0,-7.0,0,,,0,404,100.0,Yes
1398,2023-06-28,6,Wednesday,AA,American Airlines,DFW,LAX,14:30,17:45,99.0,102.0,0,,,0,1235,193.0,No
1399,2023-03-05,3,Sunday,F9,Frontier Airlines,ATL,ORD,07:15,09:25,12.0,29.0,0,,,0,606,135.0,No
1400,2023-05-03,5,Wednesday,UA,United Airlines,ORD,DFW,12:30,15:00,25.0,28.0,0,,,0,802,146.0,No
1401,2023-12-11,12,Monday,F9,Frontier Airlines,ORD,DFW,06:30,09:00,2.0,-4.0,0,,,0,802,150.0,Yes
1402,2023-01-21,1,Saturday,AA,American Airlines,LAS,LAX,20:30,21:35,-6.0,-9.0,0,,,0,236,64.0,Yes
1403,2023-10-28,10,Saturday,UA,United Airlines,SEA,SFO,18:00,20:10,,,1,A,Carrier,0,679,,Cancelled
1404,2023-04-16,4,Sunday,UA,United Airlines,ORD,DFW,19:30,22:00,1.0,-12.0,0,,,0,802,155.0,Yes
1405,2023-02-14,2,Tuesday,AS,Alaska Airlines,ATL,DFW,19:00,21:20,,,1,A,Carrier,0,732,,Cancelled
1406,2023-08-21,8,Monday,F9,Frontier Airlines,DEN,ORD,22:00,00:40,58.0,78.0,0,,,0,920,154.0,No
1407,2023-02-17,2,Friday,AA,American Airlines,DEN,ORD,19:45,22:25,-2.0,-4.0,0,,,0,920,166.0,Yes
1408,2023-04-19,4,Wednesday,NK,Spirit Airlines,MCO,ATL,20:45,22:25,21.0,41.0,0,,,0,-404,113.0,No
1409,2023-08-16,8,Wednesday,AA,American Airlines,JFK,MIA,20:45,23:40,5.0,-6.0,0,,,0,1090,176.0,Yes
1410,2023-11-01,11,Wednesday,WN,Southwest Airlines,ORD,DFW,12:00,14:30,-3.0,-2.0,0,,,0,802,157.0,Yes
1411,2023-06-16,6,Friday,UA,United Airlines,SFO,JFK,06:45,12:25,36.0,,0,,,0,2586,350.0,
1412,2023-06-13,6,Tuesday,B6,JetBlue Airways,ATL,ORD,21:45,23:55,10.0,18.0,0,,,0,606,128.0,No
1413,2023-02-10,2,Friday,NK,Spirit Airlines,ATL,LAX,12:45,18:00,39.0,52.0,0,,,0,1946,324.0,No
1414,2023-11-16,11,Thursday,NK,Spirit Airlines,PHX,DFW,11:15,13:45,5.0,-11.0,0,,,0,868,155.0,Yes
1415,2023-12-09,12,Saturday,AA,American Airlines,PHX,DFW,17:15,19:45,-9.0,-13.0,0,,,0,868,147.0,Yes
1416,2023-12-23,12,Saturday,B6,JetBlue Airways,DFW,LAX,22:00,01:15,4.0,-1.0,0,,,0,1235,188.0,Yes
1417,2023-12-07,12,Thursday,UA,United Airlines,ORD,DFW,17:15,19:45,5.0,-12.0,0,,,0,-802,144.0,Yes
1418,2023-04-17,4,Monday,F9,Frontier Airlines,LAS,LAX,11:00,12:05,3.0,-4.0,0,,,0,236,79.0,Yes
1419,2023-11-22,11,Wednesday,F9,Frontier Airlines,DEN,ORD,17:00,19:40,-8.0,-13.0,0,,,0,920,174.0,Yes
1420,2023-04-14,4,Friday,AA,American Airlines,DEN,ORD,18:30,21:10,1.0,-15.0,0,,,0,920,169.0,Yes
1421,2023-12-26,12,Tuesday,F9,Frontier Airlines,PHX,DFW,18:15,20:45,44.0,49.0,0,,,0,868,144.0,No
1422,2023-01-26,1,Thursday,UA,United Airlines,ATL,LAX,14:15,19:30,26.0,37.0,0,,,0,1946,316.0,No
1423,2023-04-08,4,Saturday,AA,American Airlines,SFO,JFK,13:30,19:10,-6.0,-3.0,0,,,0,2586,340.0,Yes
1424,2023-01-02,1,Monday,NK,Spirit Airlines,LAX,JFK,19:15,00:45,9.0,25.0,0,,,0,2475,336.0,No
1425,2023-11-06,11,Monday,F9,Frontier Airlines,MSP,ATL,10:15,12:50,-7.0,-9.0,0,,,0,907,150.0,Yes
1426,2023-07-05,7,Wednesday,B6,JetBlue Airways,ATL,ORD,09:30,11:40,,51.0,0,,,0,606,145.0,No
1427,2023-02-18,2,Saturday,F9,Frontier Airlines,ATL,LAX,17:00,22:15,23.0,27.0,0,,,0,1946,330.0,No
1428,2023-02-28,2,Tuesday,F9,Frontier Airlines,SFO,JFK,16:00,21:40,3.0,-3.0,0,,,0,2586,347.0,Yes
1429,2023-08-26,8,Saturday,AA,american airlines,BOS,JFK,15:00,16:00,14.0,26.0,0,,,0,187,68.0,No
1430,2023-11-07,11,Tuesday,AA,AMERICAN AIRLINES,BOS,ORD,13:45,16:20,0.0,-3.0,0,,,0,851,145.0,Yes
1431,2023-02-18,2,Saturday,DL,Delta Air Lines,ORD,DFW,11:30,14:00,2.0,1.0,0,,,0,802,145.0,Yes
1432,2023-12-11,12,Monday,UA,United Airlines,MSP,ATL,14:45,17:20,-9.0,-9.0,0,,,0,907,152.0,Yes
1433,2023-06-01,6,Thursday,NK,Spirit Airlines,LAX,JFK,19:15,00:45,35.0,48.0,0,,,0,2475,337.0,No
1434,2023-07-06,7,Thursday,UA,UNITED AIRLINES,PHX,DFW,13:45,16:15,-9.0,-15.0,0,,,0,868,159.0,Yes
1435,2023-05-27,5,Saturday,B6,JetBlue Airways,IAH,ORD,12:30,15:10,,,1,B,Weather,0,925,,Cancelled
1436,2023-03-14,3,Tuesday,UA,united airlines,SEA,LAX,12:30,15:15,-2.0,-1.0,0,,,0,954,165.0,Yes
1437,2023-06-01,6,Thursday,AA,American Airlines,ATL,DFW,06:15,08:35,5.0,-3.0,0,,,0,732,150.0,Yes
1438,2023-05-13,5,Saturday,NK,Spirit Airlines,ATL,DFW,11:00,13:20,,41.0,0,,,0,732,154.0,No
1439,2023-03-16,3,Thursday,B6,JetBlue Airways,SEA,SFO,17:00,19:10,-4.0,-15.0,0,,,0,679,132.0,Yes
1440,2023-07-05,7,Wednesday,UA,United Airlines,LAX,JFK,08:15,13:45,-3.0,1.0,0,,,0,2475,341.0,Yes
1441,2023-08-22,8,Tuesday,AA,american airlines,MSP,ATL,07:30,10:05,-2.0,-12.0,0,,,0,907,156.0,Yes
1442,2023-05-07,5,Sunday,AS,Alaska Airlines,ATL,LAX,16:00,21:15,-3.0,-2.0,0,,,0,1946,311.0,Yes
1443,2023-03-04,3,Saturday,AS,Alaska Airlines,BOS,ORD,21:15,23:50,0.0,1.0,0,,,0,851,169.0,Yes
1444,2023-04-28,4,Friday,AA,American Airlines,IAH,ORD,08:15,10:55,,,1,C,National Air System,0,925,,Cancelled
1445,2023-01-10,1,Tuesday,AA,American Airlines,SEA,LAX,18:45,21:30,-3.0,4.0,0,,,0,954,169.0,Yes
1446,2023-07-11,7,Tuesday,AA,American Airlines,SFO,JFK,12:00,17:40,-8.0,3.0,0,,,0,2586,348.0,Yes
1447,2023-01-05,1,Thursday,UA,United Airlines,ATL,ORD,15:45,17:55,1.0,-6.0,0,,,0,-606,124.0,Yes
1448,2023-03-17,3,Friday,UA,United Airlines,ATL,ORD,07:45,09:55,-4.0,-13.0,0,,,0,606,142.0,Yes
1449,2023-04-06,4,Thursday,B6,JetBlue Airways,MSP,ATL,09:45,12:20,5.0,-8.0,0,,,0,907,167.0,Yes
1450,2023-05-06,5,Saturday,NK,Spirit Airlines,DEN,LAX,06:30,09:05,,,1,A,Carrier,0,862,,Cancelled
1451,2023-01-07,1,Saturday,AS,alaska airlines,ATL,ORD,12:30,14:40,-5.0,-5.0,0,,,0,606,126.0,Yes
1452,2023-12-07,12,Thursday,DL,Delta Air Lines,LAS,LAX,15:45,16:50,-5.0,1.0,0,,,0,236,68.0,Yes
1453,2023-04-20,4,Thursday,NK,Spirit Airlines,PHX,DFW,19:15,21:45,-4.0,2.0,0,,,0,868,147.0,Yes
1454,2023-11-16,11,Thursday,WN,Southwest Airlines,LAX,JFK,08:15,13:45,1.0,0.0,0,,,0,2475,342.0,Yes
1455,2023-03-07,3,Tuesday,AA,American Airlines,DEN,LAX,20:15,22:50,15.0,22.0,0,,,0,862,156.0,No
1456,2023-07-20,7,Thursday,AA,American Airlines,SFO,JFK,16:45,22:25,1.0,0.0,0,,,0,2586,335.0,Yes
1457,2023-12-08,12,Friday,DL,Delta Air Lines,BOS,ORD,09:00,11:35,,,1,A,Carrier,0,851,,Cancelled
1458,2023-09-20,9,Wednesday,B6,JetBlue Airways,DEN,LAX,10:30,13:05,,,1,A,Carrier,0,862,,Cancelled
1459,2023-08-17,8,Thursday,AA,American Airlines,MIA,LAX,10:45,16:40,-4.0,0.0,0,,,0,2757,362.0,Yes
1460,2023-06-15,6,Thursday,NK,Spirit Airlines,DEN,LAX,06:30,09:05,-1.0,-15.0,0,,,0,862,156.0,Yes
1461,2023-01-19,1,Thursday,AS,Alaska Airlines,BOS,JFK,07:15,08:15,0.0,3.0,0,,,0,187,69.0,Yes
1462,2023-04-19,4,Wednesday,F9,Frontier Airlines,ORD,DFW,20:30,23:00,26.0,26.0,0,,,0,802,155.0,No
1463,2023-01-12,1,Thursday,DL,Delta Air Lines,SFO,JFK,22:00,03:40,3.0,-3.0,0,,,0,2586,347.0,Yes
1464,2023-11-23,11,Thursday,B6,JetBlue Airways,MSP,ATL,21:15,23:50,-4.0,1.0,0,,,1,907,151.0,Yes
1465,2023-06-19,6,Monday,F9,Frontier Airlines,SFO,JFK,07:00,12:40,4.0,-4.0,0,,,0,2586,339.0,Yes
1466,2023-05-22,5,Monday,NK,Spirit Airlines,SFO,JFK,11:00,16:40,-3.0,-10.0,0,,,0,2586,339.0,Yes
1467,2023-01-25,1,Wednesday,DL,Delta Air Lines,PHX,DFW,09:30,12:00,9.0,,0,,,0,868,160.0,
1468,2023-02-23,2,Thursday,AA,American Airlines,BOS,ORD,10:30,13:05,999.0,-13.0,0,,,0,851,167.0,Yes
1469,2023-04-04,4,Tuesday,DL,Delta Air Lines,JFK,MIA,18:15,21:10,,,1,C,National Air System,0,1090,,Cancelled
1470,2023-03-15,3,Wednesday,AA,American Airlines,SEA,LAX,07:00,09:45,,40.0,0,,,0,-954,179.0,No
1471,2023-04-27,4,Thursday,AA,American Airlines,ATL,LAX,12:00,17:15,-5.0,-10.0,0,,,0,1946,315.0,Yes
1472,2023-02-12,2,Sunday,WN,Southwest Airlines,DEN,LAX,16:15,18:50,,,1,B,Weather,0,862,,Cancelled
1473,2023-05-02,5,Tuesday,B6,JetBlue Airways,ATL,DFW,08:15,10:35,5.0,-12.0,0,,,0,732,148.0,Yes
1474,2023-02-21,2,Tuesday,UA,United Airlines,LAS,LAX,16:45,17:50,,,1,A,Carrier,0,236,,Cancelled
1475,2023-01-20,1,Friday,AA,american airlines,SEA,SFO,09:30,11:40,8.0,22.0,0,,,0,679,135.0,No
1476,2023-02-09,2,Thursday,F9,Frontier Airlines,LAS,LAX,16:00,17:05,-1.0,-15.0,0,,,0,236,65.0,Yes
1477,2023-12-13,12,Wednesday,WN,Southwest Airlines,ATL,DFW,22:30,00:50,-8.0,0.0,0,,,0,732,150.0,Yes
1478,2023-07-03,7,Monday,WN,Southwest Airlines,SEA,SFO,19:45,21:55,-3.0,-2.0,0,,,0,679,129.0,Yes
1479,2023-05-06,5,Saturday,AS,Alaska Airlines,IAH,ORD,21:45,00:25,3.0,-11.0,0,,,0,925,150.0,Yes
1480,2023-05-15,5,Monday,UA,UNITED AIRLINES,BOS,ORD,15:45,18:20,5.0,-13.0,0,,,0,851,151.0,Yes
1481,2023-12-14,12,Thursday,F9,Frontier Airlines,IAH,ORD,18:30,21:10,51.0,48.0,0,,,0,925,153.0,No
1482,2023-09-16,9,Saturday,AS,Alaska Airlines,DEN,ORD,17:00,19:40,-3.0,-8.0,0,,,0,920,161.0,Yes
1483,2023-03-20,3,Monday,UA,United Airlines,BOS,ORD,11:00,13:35,24.0,31.0,0,,,0,851,147.0,No
1484,2023-04-24,4,Monday,NK,Spirit Airlines,BOS,JFK,19:00,20:00,1.0,-11.0,0,,,0,-187,73.0,Yes
1485,2023-06-21,6,Wednesday,NK,Spirit Airlines,DEN,ORD,15:45,18:25,94.0,93.0,0,,,0,920,153.0,No
1486,2023-06-21,6,Wednesday,B6,jetblue airways,MSP,ATL,09:15,11:50,,,1,A,Carrier,0,907,,Cancelled
1487,2023-01-02,1,Monday,F9,Frontier Airlines,ORD,DFW,14:00,16:30,-9.0,-12.0,0,,,0,802,152.0,Yes
1488,2023-05-22,5,Monday,NK,Spirit Airlines,LAS,LAX,16:30,17:35,2.0,-3.0,0,,,0,236,65.0,Yes
1489,2023-02-28,2,Tuesday,AA,AMERICAN AIRLINES,ATL,DFW,22:30,00:50,-3.0,-4.0,0,,,0,732,145.0,Yes
1490,2023-08-12,8,Saturday,AS,Alaska Airlines,ATL,LAX,07:30,12:45,10.0,17.0,0,,,0,1946,316.0,No
1491,2023-08-07,8,Monday,NK,Spirit Airlines,MCO,ATL,10:00,11:40,-1.0,2.0,0,,,0,404,104.0,Yes
1492,2023-06-23,6,Friday,DL,Delta Air Lines,ORD,DFW,06:15,08:45,13.0,32.0,0,,,0,802,161.0,No
1493,2023-12-08,12,Friday,DL,Delta Air Lines,LAS,LAX,08:30,09:35,2.0,5.0,0,,,0,236,68.0,Yes
1494,2023-07-12,7,Wednesday,WN,Southwest Airlines,ORD,DFW,10:30,13:00,-10.0,-6.0,0,,,0,802,152.0,Yes
1495,2023-05-01,5,Monday,WN,Southwest Airlines,ORD,DFW,20:30,23:00,-3.0,0.0,0,,,0,802,149.0,Yes
1496,2023-12-23,12,Saturday,DL,Delta Air Lines,BOS,ORD,21:15,23:50,2.0,-14.0,0,,,0,851,167.0,Yes
1497,2023-10-13,10,Friday,UA,United Airlines,MIA,LAX,15:15,21:10,0.0,-2.0,0,,,0,2757,369.0,Yes
1498,2023-02-11,2,Saturday,NK,Spirit Airlines,ORD,DFW,07:30,10:00,7.0,16.0,0,,,0,802,144.0,No
1499,2023-05-14,5,Sunday,DL,Delta Air Lines,DFW,LAX,11:00,14:15,-5.0,-14.0,0,,,0,1235,195.0,Yes
1500,2023-09-20,9,Wednesday,F9,FRONTIER AIRLINES,MCO,ATL,11:45,13:25,-8.0,-1.0,0,,,0,404,98.0,Yes
1501,2023-07-19,7,Wednesday,WN,Southwest Airlines,ATL,LAX,21:30,02:45,61.0,61.0,0,,,0,1946,327.0,No
1502,2023-11-23,11,Thursday,UA,United Airlines,IAH,ORD,06:45,09:25,5.0,-13.0,0,,,0,925,172.0,Yes
1503,2023-07-15,7,Saturday,UA,United Airlines,ATL,LAX,16:00,21:15,,,1,B,Weather,0,1946,,Cancelled
1504,2023-07-10,7,Monday,DL,Delta Air Lines,ORD,DFW,17:15,19:45,-10.0,-8.0,0,,,0,802,156.0,Yes
1505,2023-07-17,7,Monday,AS,Alaska Airlines,ATL,DFW,12:00,14:20,32.0,33.0,0,,,0,732,136.0,No
1506,2023-03-09,3,Thursday,DL,Delta Air Lines,SEA,LAX,18:15,21:00,10.0,26.0,0,,,0,954,172.0,No
1507,2023-11-05,11,Sunday,UA,United Airlines,MSP,ATL,16:45,19:20,-3.0,-13.0,0,,,0,907,166.0,Yes
1508,2023-01-04,1,Wednesday,WN,Southwest Airlines,BOS,ORD,18:15,20:50,41.0,39.0,0,,,0,851,154.0,No
1509,2023-02-02,2,Thursday,B6,JetBlue Airways,ATL,DFW,11:30,13:50,48.0,68.0,0,,,0,732,147.0,No
1510,2023-02-13,2,Monday,UA,United Airlines,DFW,LAX,14:00,17:15,1.0,-8.0,0,,,0,1235,199.0,Yes
1511,2023-08-28,8,Monday,WN,Southwest Airlines,MCO,ATL,08:30,10:10,18.0,33.0,0,,,0,404,92.0,No
1512,2023-12-24,12,Sunday,NK,Spirit Airlines,DEN,ORD,10:45,13:25,,-3.0,0,,,1,920,173.0,Yes
1513,2023-06-06,6,Tuesday,AA,American Airlines,ATL,DFW,22:15,00:35,18.0,29.0,0,,,0,732,145.0,No
1514,2023-04-16,4,Sunday,DL,Delta Air Lines,MCO,ATL,15:30,17:10,2.0,-9.0,0,,,0,404,110.0,Yes
1515,2023-06-11,6,Sunday,AA,American Airlines,ATL,DFW,15:30,17:50,17.0,,0,,,0,732,143.0,
1516,2023-03-16,3,Thursday,UA,United Airlines,BOS,ORD,18:30,21:05,5.0,17.0,0,,,0,-851,159.0,No
1517,2023-03-10,3,Friday,WN,Southwest Airlines,ORD,DFW,07:15,09:45,-9.0,-10.0,0,,,0,802,161.0,Yes
1518,2023-10-24,10,Tuesday,NK,Spirit Airlines,DEN,ORD,18:15,20:55,999.0,56.0,0,,,0,920,174.0,No
1519,2023-04-16,4,Sunday,F9,Frontier Airlines,MCO,ATL,08:45,10:25,66.0,66.0,0,,,0,404,98.0,No
1520,2023-12-19,12,Tuesday,UA,United Airlines,DEN,LAX,10:15,12:50,30.0,31.0,0,,,0,862,164.0,No
1521,2023-06-16,6,Friday,WN,southwest airlines,LAS,LAX,07:45,08:50,13.0,19.0,0,,,0,236,68.0,No
1522,2023-03-20,3,Monday,B6,JetBlue Airways,MIA,LAX,09:45,15:40,1.0,-5.0,0,,,0,2757,345.0,Yes
1523,2023-08-09,8,Wednesday,AS,Alaska Airlines,SEA,SFO,12:45,14:55,17.0,35.0,0,,,0,679,140.0,No
1524,2023-10-07,10,Saturday,B6,JetBlue Airways,MIA,LAX,10:00,15:55,-2.0,2.0,0,,,0,2757,359.0,Yes
1525,2023-08-09,8,Wednesday,AA,American Airlines,JFK,MIA,10:30,13:25,,,1,B,Weather,0,1090,,Cancelled
1526,2023-06-25,6,Sunday,DL,Delta Air Lines,JFK,MIA,22:45,01:40,-2.0,-9.0,0,,,0,1090,171.0,Yes
1527,2023-12-08,12,Friday,B6,JetBlue Airways,MCO,ATL,15:30,17:10,33.0,45.0,0,,,0,404,94.0,No
1528,2023-02-01,2,Wednesday,WN,SOUTHWEST AIRLINES,SEA,LAX,17:30,20:15,-2.0,-11.0,0,,,0,954,165.0,Yes
1529,2023-03-01,3,Wednesday,B6,JetBlue Airways,JFK,MIA,09:45,12:40,67.0,82.0,0,,,0,1090,179.0,No
1530,2023-05-05,5,Friday,WN,Southwest Airlines,MSP,ATL,21:00,23:35,-5.0,-9.0,0,,,0,907,150.0,Yes
1531,2023-01-14,1,Saturday,DL,DELTA AIR LINES,DFW,LAX,13:45,17:00,-7.0,1.0,0,,,0,1235,185.0,Yes
1532,2023-03-25,3,Saturday,AA,American Airlines,DFW,LAX,08:30,11:45,-10.0,-15.0,0,,,0,1235,208.0,Yes
1533,2023-04-16,4,Sunday,UA,United Airlines,MCO,ATL,10:15,11:55,,,1,B,Weather,0,404,,Cancelled
1534,2023-07-27,7,Thursday,B6,JetBlue Airways,ORD,DFW,19:15,21:45,,,1,A,Carrier,0,802,,Cancelled
1535,2023-06-06,6,Tuesday,NK,Spirit Airlines,ORD,DFW,09:15,11:45,1.0,-13.0,0,,,0,802,142.0,Yes
1536,2023-08-27,8,Sunday,UA,United Airlines,MCO,ATL,15:30,17:10,51.0,67.0,0,,,0,404,112.0,No
1537,2023-06-24,6,Saturday,UA,United Airlines,IAH,ORD,21:00,23:40,-2.0,-11.0,0,,,0,925,155.0,Yes
1538,2023-11-21,11,Tuesday,AS,Alaska Airlines,DFW,LAX,13:45,17:00,5.0,2.0,0,,,0,1235,187.0,Yes
1539,2023-01-07,1,Saturday,WN,Southwest Airlines,PHX,DFW,06:30,09:00,-7.0,-14.0,0,,,0,868,164.0,Yes
1540,2023-11-08,11,Wednesday,WN,Southwest Airlines,DEN,LAX,07:15,09:50,-6.0,-3.0,0,,,0,862,158.0,Yes
1541,2023-05-05,5,Friday,AA,American Airlines,DFW,LAX,08:15,11:30,,,1,B,Weather,0,1235,,Cancelled
1542,2023-06-24,6,Saturday,B6,JetBlue Airways,MIA,LAX,16:45,22:40,-1.0,-12.0,0,,,0,2757,346.0,Yes
1543,2023-09-27,9,Wednesday,F9,Frontier Airlines,SEA,LAX,14:30,17:15,40.0,43.0,0,,,0,954,159.0,No
1544,2023-06-11,6,Sunday,DL,DELTA AIR LINES,SFO,JFK,18:45,00:25,3.0,-9.0,0,,,0,2586,341.0,Yes
1545,2023-08-01,8,Tuesday,DL,delta air lines,DEN,LAX,15:15,17:50,-9.0,-8.0,0,,,0,862,163.0,Yes
1546,2023-05-17,5,Wednesday,AS,Alaska Airlines,MCO,ATL,12:30,14:10,-6.0,-12.0,0,,,0,404,106.0,Yes
1547,2023-02-05,2,Sunday,AA,American Airlines,MCO,ATL,20:00,21:40,37.0,39.0,0,,,0,404,110.0,No
1548,2023-11-05,11,Sunday,AS,Alaska Airlines,SFO,JFK,16:30,22:10,3.0,-14.0,0,,,0,2586,342.0,Yes
1549,2023-02-25,2,Saturday,DL,Delta Air Lines,ATL,LAX,15:00,20:15,-5.0,-6.0,0,,,0,1946,316.0,Yes
,,,,,,,,,,,,,,,,,,
1005,2023-05-12,5,Friday,NK,Spirit Airlines,BOS,JFK,13:15,14:15,23.0,21.0,0,,,0,187,71.0,No
